basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20260901,114810,KR7114810005,한솔아이원스,KOSDAQ,12660,-640,-4.81,13060,13190,12650,127830,1631912805,28143174,356292582840
20260901,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,10250,180,1.79,10070,10310,9880,80738,816490510,16681385,170984196250
20260901,114920,KR7114920002,대주이엔티,KONEX,2595,-5,-.19,2890,2890,2255,13,33945,3469500,9003352500
20260901,115160,KR7115160004,휴맥스,KOSDAQ,5440,100,1.87,5340,5460,5300,6761,36430940,4307533,23432979520
20260901,115180,KR7115180002,큐리언트,KOSDAQ,21350,800,3.89,20350,21700,20150,180418,3808847350,37534151,801354123850
20260901,115310,KR7115310005,인포바인,KOSDAQ,9150,0,0,9180,9240,8970,2052,18720550,14831549,135708673350
20260901,115440,KR7115440000,우리넷,KOSDAQ,7300,-160,-2.14,7460,7460,7130,51843,376504890,10794292,78798331600
20260901,115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,2105,-15,-.71,2290,2295,2070,385243,831786957,88580109,186461129445
20260901,115480,KR7115480006,씨유메디칼,KOSDAQ,2350,-60,-2.49,2365,2395,2300,8329,19626518,12124911,28493540850
20260901,115500,KR7115500001,케이씨에스,KOSDAQ,8970,-120,-1.32,9120,9150,8870,29271,262297520,12000000,107640000000
20260901,115530,KR7115530008,씨엔플러스,KOSDAQ,3090,20,.65,3050,3150,3045,7249,22324066,8582055,26518549950
20260901,115570,KR7115570004,스타플렉스,KOSDAQ,2980,380,14.62,2600,2980,2550,10453,28713645,7984508,23793833840
20260901,115610,KR7115610008,이미지스,KOSDAQ,1559,66,4.42,1516,1609,1502,34628,54071694,11818769,18425460871
20260901,116100,KR7116100009,태양기계,KONEX,542,-58,-9.67,600,600,542,171,102542,7439986,4032472412
20260901,117580,KR7117580001,대성에너지,KOSPI,6900,0,0,6860,6970,6840,40794,281031950,27500000,189750000000
20260901,117670,KR7117670000,알파칩스,KOSDAQ,8370,290,3.59,8300,8450,7970,22579,185675270,6661742,55758780540
20260901,117730,KR7117730002,티로보틱스,KOSDAQ,13320,200,1.52,13200,13450,12900,69651,914747495,22558043,300473132760
20260901,118000,KR7118000009,메타케어,KOSPI,1344,69,5.41,1287,1366,1233,32100,41798517,22055785,29642975040
20260901,118990,KR7118990001,모트렉스,KOSDAQ,6760,-10,-.15,6770,6850,6650,140700,949575185,24537371,165872627960
20260901,119500,KR7119500007,포메탈,KOSDAQ,2475,-5,-.2,2495,2495,2440,15362,37745571,11847232,29321899200
20260901,119610,KR7119610004,인터로조,KOSDAQ,14100,150,1.08,14100,14150,13940,22135,310416300,11413747,160933832700
20260901,119650,KR7119650000,KC코트렐,KOSPI,918,0,0,0,0,0,0,0,109785309,100782913662
20260901,119830,KR7119830008,아이텍,KOSDAQ,6920,500,7.79,6710,6940,6510,152203,1023622700,26538536,183646669120
20260901,119850,KR7119850006,지엔씨에너지,KOSDAQ,43750,-2350,-5.1,46400,46700,42550,685981,30140190375,16448909,719639768750
20260901,120030,KR7120030002,조선선재,KOSPI,83900,400,.48,83700,84000,82700,109,9089100,1257651,105516918900
20260901,120110,KR7120110002,코오롱인더,KOSPI,58900,-600,-1.01,59200,62700,58100,262540,15723610050,29946032,1763821284800
20260901,120115,KR7120111000,코오롱인더우,KOSPI,25350,0,0,25500,25500,25200,6636,168245700,2767860,70165251000
20260901,120240,KR7120240007,대정화금,KOSDAQ,15000,-60,-.4,15000,15020,14690,6822,101849720,7190391,107855865000
20260901,121060,KR7121060008,유니포인트,KONEX,929,-3,-.32,929,929,929,1,929,5193783,4825024407
20260901,121440,KR7121440002,골프존홀딩스,KOSDAQ,7760,-270,-3.36,7970,8050,7700,20028,157677690,42836818,332413707680
20260901,121600,KR7121600001,나노신소재,KOSDAQ,49650,-1350,-2.65,51100,51800,49650,38634,1950977025,12262191,608817783150
20260901,121800,KR7121800007,비덴트,KOSDAQ,3320,0,0,0,0,0,0,0,77201611,256309348520
20260901,121850,KR7121850002,코이즈,KOSDAQ,504,-94,-15.72,550,560,496,1660307,859334147,5056999,2548727496
20260901,121890,KR7121890008,에스디시스템,KOSDAQ,2715,-75,-2.69,2795,2857,2650,112431,309109473,13291446,36086275890
20260901,122310,KR7122310006,제노레이,KOSDAQ,3440,135,4.08,3305,3440,3305,13995,47182725,14553844,50065223360
20260901,122350,KR7122350002,삼기,KOSDAQ,1688,29,1.75,1661,1706,1617,1002267,1660659195,38339428,64716954464
20260901,122450,KR7122450000,KX,KOSDAQ,2690,-20,-.74,2710,2715,2665,12529,33535830,44819834,120565353460
20260901,122640,KR7122640006,예스티,KOSDAQ,28700,-900,-3.04,29850,29950,28350,322235,9329530575,21651325,621393027500
20260901,122690,KR7122690001,서진오토모티브,KOSDAQ,1695,-12,-.7,1690,1707,1682,19053,32250167,23079166,39119186370
20260901,122830,KR7122830003,원포유,KONEX,1384,165,13.54,1289,1399,1200,22619,29358065,32751985,45328747240
20260901,122870,KR7122870009,와이지엔터테인먼트,KOSDAQ,41000,-150,-.36,40250,41800,40250,117901,4844672300,18691049,766333009000
20260901,122900,KR7122900004,아이마켓코리아,KOSPI,8220,-50,-.6,8240,8270,8160,32380,265727095,33428840,274785064800
20260901,122990,KR7122990005,와이솔,KOSDAQ,6250,90,1.46,6160,6270,6100,34181,212098350,26639081,166494256250
20260901,123010,KR7123010001,MSDI,KOSDAQ,2205,30,1.38,2190,2290,2110,90154,197355475,20215767,44575766235
20260901,123040,KR7123040008,엠에스오토텍,KOSDAQ,1749,21,1.22,1728,1780,1727,177868,311029714,62628299,109536894951
20260901,123330,KR7123330003,제닉,KOSDAQ,35150,-1750,-4.74,36800,37250,34000,274739,9608325575,7968680,280099102000
20260901,123410,KR7123410003,코리아에프티,KOSDAQ,5980,-40,-.66,6000,6070,5920,69579,416488975,27841064,166489562720
20260901,123420,KR7123420002,위메이드플레이,KOSDAQ,6400,90,1.43,6300,6400,6200,9987,63340050,10401041,66566662400
20260901,123570,KR7123570004,이엠넷,KOSDAQ,1647,-14,-.84,1660,1661,1601,10372,16941874,22276078,36688700466
20260901,123690,KR7123690000,한국화장품,KOSPI,6540,-160,-2.39,6700,6740,6470,58949,386881310,16068000,105084720000
20260901,123700,KR7123700007,SJM,KOSPI,3390,-30,-.88,3370,3420,3365,7266,24587430,15604898,52900604220
20260901,123750,KR7123750002,알톤,KOSDAQ,1715,16,.94,1699,1784,1677,3914,6684554,13819259,23700029185
20260901,123840,KR7123840001,뉴온,KOSDAQ,1625,4,.25,1621,1709,1605,5363,8834676,15553050,25273706250
20260901,123860,KR7123860009,아나패스,KOSDAQ,13350,50,.38,13150,13400,13120,7265,96107230,12123415,161847590250
20260901,123890,KR7123890006,한국자산신탁,KOSPI,2635,-5,-.19,2610,2695,2605,273153,723056037,122373926,322455295010
20260901,124500,KR7124500000,아이티센글로벌,KOSDAQ,33550,-2350,-6.55,35750,37150,32200,674227,22891280950,23204527,778511880850
20260901,124560,KR7124560004,태웅로직스,KOSDAQ,2040,15,.74,2025,2040,1999,19240,38909441,38720811,78990454440
20260901,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,6040,380,6.71,5620,6180,5450,753446,4375823150,35038550,211632842000
20260901,125210,KR7125210005,아모그린텍,KOSDAQ,5750,-40,-.69,5790,5850,5650,40365,231562980,16496790,94856542500
20260901,125490,KR7125490003,한라캐스트,KOSDAQ,11010,330,3.09,11080,11290,10550,1395304,15232798955,36502352,401890895520
20260901,126340,KR7126340009,비나텍,KOSDAQ,60600,-1500,-2.42,62900,62900,59400,53686,3245420600,7180414,435133088400
20260901,126560,KR7126560002,현대퓨처넷,KOSPI,3425,100,3.01,3305,3425,3305,224745,761386335,109201040,374013562000
20260901,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,3000,35,1.18,2920,3045,2920,42497,127348829,62766899,188300697000
20260901,126640,KR7126640002,화신정공,KOSDAQ,4650,85,1.86,4550,4665,4430,903332,4144985039,35055910,163009981500
20260901,126700,KR7126700004,하이비젼시스템,KOSDAQ,12400,80,.65,12320,12400,12040,54082,662501020,14942112,185282188800
20260901,126720,KR7126720002,수산인더스트리,KOSPI,21400,0,0,21450,21450,21200,15830,337046600,14286000,305720400000
20260901,126730,KR7126730001,코칩,KOSDAQ,20800,600,2.97,20000,21950,19950,1283148,27255282800,8770126,182418620800
20260901,126880,KR7126880004,제이엔케이글로벌,KOSDAQ,2510,-30,-1.18,2520,2545,2490,19049,47810730,23168123,58151988730
20260901,127120,KR7127120004,제이에스링크,KOSDAQ,32000,-1000,-3.03,32350,32550,30600,156746,4900839500,36635567,1172338144000
20260901,127710,KR7127710002,아시아경제,KOSDAQ,1014,-15,-1.46,1005,1017,1000,11162,11227758,44049210,44665898940
20260901,127980,KR7127980001,화인써키트,KOSDAQ,2820,-10,-.35,2820,2825,2770,7003,19600350,11840684,33390728880
20260901,128540,KR7128540002,에코캡,KOSDAQ,1210,-30,-2.42,1255,1255,1192,40462,48894221,26690460,32295456600
20260901,128660,KR7128660008,피제이메탈,KOSDAQ,3000,-20,-.66,3015,3030,2960,27357,81495492,24803369,74410107000
20260901,128820,KR7128820008,대성산업,KOSPI,4120,-25,-.6,4140,4165,4080,47643,195490305,45235478,186370169360
20260901,128940,KR7128940004,한미약품,KOSPI,492000,-500,-.1,489000,495500,478000,96062,46809080500,12810991,6303007572000
20260901,129260,KR7129260006,인터지스,KOSPI,1927,4,.21,1923,1931,1914,37580,72197636,29747874,57324153198
20260901,129890,KR7129890000,앱코,KOSDAQ,1012,-8,-.78,1020,1020,1000,315799,321237328,45545602,46092149224
20260901,129920,KR7129920005,대성하이텍,KOSDAQ,5550,-230,-3.98,5780,5920,5480,49298,277696200,16248696,90180262800
20260901,130500,KR7130500002,GH신소재,KOSDAQ,1921,44,2.34,1877,1929,1859,8928,16933135,14545052,27941044892
20260901,130580,KR7130580004,나이스디앤비,KOSDAQ,5610,10,.18,5600,5610,5590,917,5139850,15400000,86394000000
20260901,130660,KR7130660004,한전산업,KOSPI,12250,40,.33,12110,12270,11920,221526,2675061680,32600000,399350000000
20260901,130740,KR7130740004,티피씨글로벌,KOSDAQ,2130,60,2.9,2070,2160,2050,66162,138509127,11276679,24019326270
20260901,131030,KR7131030009,옵투스제약,KOSDAQ,5820,90,1.57,5670,5830,5670,18712,107988260,17646590,102703153800
20260901,131090,KR7131090003,시큐브,KOSDAQ,4220,5,.12,4115,4220,4115,5597,23257840,7658221,32317692620
20260901,131100,KR7131100000,티엔엔터테인먼트,KOSDAQ,2320,5,.22,2295,2340,2260,10470,23980605,6449344,14962478080
20260901,131180,KR7131180002,딜리,KOSDAQ,4130,50,1.23,4020,4165,4020,3768,15425515,5870000,24243100000
20260901,131220,KR7131220006,대한과학,KOSDAQ,3725,5,.13,3720,3775,3595,5813,21452337,7454490,27767975250
20260901,131290,KR7131290009,티에스이,KOSDAQ,223000,-14000,-5.91,230000,231000,218500,93528,20831188750,11061429,2466698667000
20260901,131370,KR7131370009,알서포트,KOSDAQ,1549,43,2.86,1510,1561,1484,164387,252206162,53267083,82510711567
20260901,131400,KR7131400004,이브이첨단소재,KOSDAQ,787,43,5.78,740,805,722,1103164,848636796,59591882,46898811134
20260901,131760,KR7131760001,파인텍,KOSDAQ,1835,-38,-2.03,1815,1872,1815,57398,105848488,8686316,15939389860
20260901,131970,KR7131970006,두산테스나,KOSDAQ,78400,-1800,-2.24,79100,79300,76600,152655,11870913900,19327238,1515255459200
20260901,133750,KR7133750000,메가엠디,KOSDAQ,1494,-4,-.27,1496,1498,1446,2348,3460492,23407077,34970173038
20260901,133820,KR7133820001,화인베스틸,KOSPI,957,-7,-.73,948,983,948,12125,11589786,37114502,35518578414
20260901,134060,KR7134060003,이퓨쳐,KOSDAQ,5410,-40,-.73,5390,5680,5390,4631,25311810,4769250,25801642500
20260901,134380,KR7134380005,미원화학,KOSPI,10310,-40,-.39,10350,10350,10200,4818,49505010,21992680,226744530800
20260901,134580,KR7134580000,탑코미디어,KOSDAQ,4240,430,11.29,3835,4240,3710,1000241,4055892481,49294149,209007191760
20260901,134790,KR7134790005,시디즈,KOSPI,20350,620,3.14,19730,20350,19730,1308,25920730,2000000,40700000000
20260901,136150,KR7136150000,원일티엔아이,KOSDAQ,7630,20,.26,7350,7650,7350,10796,81218090,8381030,63947258900
20260901,136410,KR7136410008,아셈스,KOSDAQ,4160,0,0,4165,4210,4130,13426,55742341,11019106,45839480960
20260901,136480,KR7136480001,하림,KOSDAQ,2675,-10,-.37,2680,2695,2665,112955,302365920,106209702,284110952850
20260901,136490,KR7136490000,선진,KOSPI,10340,180,1.77,10160,10400,10020,44784,457341175,23779604,245881105360
20260901,136540,KR7136540002,윈스테크넷,KOSDAQ,10750,150,1.42,10610,10750,10580,15765,168541130,12279746,132007269500
20260901,136660,KR7136660008,큐엠씨,KONEX,2470,75,3.13,2200,2470,2040,76,165580,2360950,5831546500
20260901,137080,KR7137080008,나래나노텍,KOSDAQ,6480,-50,-.77,6460,6590,6360,6766,43507420,10709949,69400469520
20260901,137310,KR7137310009,에스디바이오센서,KOSPI,6190,70,1.14,6150,6260,6130,110178,680457365,120749102,747436941380
20260901,137400,KR7137400008,피엔티,KOSDAQ,30000,-350,-1.15,30400,31550,29900,182295,5561937675,23690728,710721840000
20260901,137940,KR7137940003,넥스트아이,KOSDAQ,1988,7,.35,1898,2045,1898,9792,19356750,9812067,19506389196
20260901,137950,KR7137950002,제이씨케미칼,KOSDAQ,3720,-30,-.8,3745,3745,3585,69370,254068570,22267814,82836268080
20260901,138040,KR7138040001,메리츠금융지주,KOSPI,125400,3200,2.62,121100,126000,120800,334398,41540483550,167347273,20985348034200
20260901,138070,KR7138070008,신진에스엠,KOSDAQ,1503,-22,-1.44,1525,1525,1456,5777,8642401,17503204,26307315612
20260901,138080,KR7138080007,오이솔루션,KOSDAQ,22500,-800,-3.43,23300,23300,22000,125168,2803789200,12377758,278499555000
20260901,138360,KR7138360003,앤로보틱스,KOSDAQ,1732,-21,-1.2,1763,1775,1719,203468,352175810,87973934,152370853688
20260901,138610,KR7138610001,나이벡,KOSDAQ,15350,-340,-2.17,15540,15690,15090,43861,670458265,11367793,174495622550
20260901,138930,KR7138930003,BNK금융지주,KOSPI,15410,210,1.38,15010,15640,14930,880754,13525672535,306839751,4728400562910
20260901,139130,KR7139130009,iM금융지주,KOSPI,18960,470,2.54,18400,19340,18400,509196,9667248415,158363408,3002570215680
20260901,139480,KR7139480008,이마트,KOSPI,74800,500,.67,74000,75000,73400,110782,8214666484,27595819,2064167261200
20260901,139670,KR7139670004,키네마스터,KOSDAQ,2060,10,.49,2050,2060,2010,11104,22609100,14118810,29084748600
20260901,139990,KR7139990006,아주스틸,KOSPI,2280,30,1.33,2250,2285,2230,12169,27405685,38755414,88362343920
20260901,140070,KR7140070004,서플러스글로벌,KOSDAQ,2030,-5,-.25,2035,2080,1991,61824,124864319,36988000,75085640000
20260901,140410,KR7140410002,메지온,KOSDAQ,66500,-4700,-6.6,70900,71000,65800,115210,7801551800,30621674,2036341321000
20260901,140430,KR7140430000,카티스,KOSDAQ,1727,8,.47,1739,1760,1700,8343,14363633,10689507,18460778589
20260901,140520,KR7140520008,대창스틸,KOSDAQ,2005,0,0,1996,2010,1996,10310,20608970,21109243,42324032215
20260901,140610,KR7140610007,엔솔바이오사이언스,KONEX,10450,-290,-2.7,10700,10700,10010,5122,53319450,14376402,150233400900
20260901,140660,KR7140660002,위월드,KONEX,601,-99,-14.14,799,799,601,24,18978,2487252,1494838452
20260901,140670,KR7140670001,알에스오토메이션,KOSDAQ,10100,-150,-1.46,10260,10310,9990,42615,429930000,12839840,129682384000
20260901,140860,KR7140860008,파크시스템스,KOSDAQ,250000,-12500,-4.76,258500,263500,250000,58237,14711298750,7002469,1750617250000
20260901,141000,KR7141000000,비아트론,KOSDAQ,9120,110,1.22,9030,9210,8750,28193,252111910,12114710,110486155200
20260901,141080,KR7141080002,리가켐바이오,KOSDAQ,94900,-1600,-1.66,95400,96500,93000,157229,14808918900,37019418,3513142768200
20260901,142210,KR7142210004,유니트론텍,KOSDAQ,6040,0,0,6070,6070,5930,69698,418360730,20751403,125338474120
20260901,142280,KR7142280007,녹십자엠에스,KOSDAQ,3080,25,.82,3030,3100,2995,263408,804444980,23963031,73806135480
20260901,142760,KR7142760008,모아라이프플러스,KOSDAQ,970,63,6.95,1170,1179,970,6394025,6742985210,21083490,20450985300
20260901,143160,KR7143160000,아이디스,KOSDAQ,16290,40,.25,16250,16300,16170,2054,33319220,10716390,174569993100
20260901,143210,KR7143210003,핸즈코퍼레이션,KOSPI,1199,0,0,0,0,0,0,0,27999783,33571739817
20260901,143240,KR7143240000,사람인,KOSDAQ,17430,-220,-1.25,17650,17680,17350,5946,103892660,10732731,187071501330
20260901,143540,KR7143540003,영우디에스피,KOSDAQ,1044,24,2.35,1018,1044,999,41518,42381501,44599895,46562290380
20260901,144510,KR7144510005,지씨셀,KOSDAQ,13600,100,.74,13500,13740,13250,32570,437946515,15800344,214884678400
20260901,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,8860,-490,-5.24,9200,9320,8860,795835,7127577325,43692624,387116648640
20260901,145020,KR7145020004,휴젤,KOSDAQ,245000,-7000,-2.78,249500,250500,242500,24852,6096654500,12515173,3066217385000
20260901,145170,KR7145170007,노브랜드,KOSDAQ,2795,0,0,2805,2845,2735,36733,101716256,16908405,47258991975
20260901,145210,KR7145210001,다이나믹디자인,KOSPI,2240,0,0,0,0,0,0,0,4223666,9461011840
20260901,145270,KR7145270005,케이탑리츠,KOSPI,795,17,2.19,785,800,770,64622,50299230,48060774,38208315330
20260901,145720,KR7145720009,덴티움,KOSPI,37350,-50,-.13,37500,37500,36900,11590,429742950,8623891,322102328850
20260901,145990,KR7145990008,삼양사,KOSPI,46700,750,1.63,46250,46800,46000,7621,354261650,10313449,481638068300
20260901,145995,KR7145991006,삼양사우,KOSPI,33000,-100,-.3,34000,34000,33000,313,10354900,370070,12212310000
20260901,146060,KR7146060009,율촌,KOSDAQ,1080,30,2.86,1040,1084,1040,17373,18388103,24015595,25936842600
20260901,146320,KR7146320007,비씨엔씨,KOSDAQ,9580,-260,-2.64,9700,9800,9570,18238,176208840,12797923,122604102340
20260901,147760,KR7147760003,피엠티,KOSDAQ,3170,-35,-1.09,3205,3330,3020,111918,350481615,20000000,63400000000
20260901,147830,KR7147830004,제룡산업,KOSDAQ,7030,-40,-.57,7070,7090,6900,69055,480062735,20000000,140600000000
20260901,148150,KR7148150006,세경하이테크,KOSDAQ,4115,70,1.73,4085,4120,3970,145892,592061030,35542818,146258696070
20260901,148250,KR7148250004,알엔투테크놀로지,KOSDAQ,1799,158,9.63,1641,1838,1625,84371,148708148,13610704,24485656496
20260901,148780,KR7148780000,비큐AI,KOSDAQ,3580,-95,-2.59,3785,3785,3470,145142,517177772,6289145,22515139100
20260901,148930,KR7148930001,에이치와이티씨,KOSDAQ,3255,-10,-.31,3360,3360,3205,2308,7480133,10175213,33120318315
20260901,149010,KR7149010001,아이케이세미콘,KONEX,3670,-15,-.41,3670,3670,3670,1,3670,3120000,11450400000
20260901,149950,KR7149950008,아바텍,KOSDAQ,9060,80,.89,8900,9120,8760,30867,277232280,13667703,123829389180
20260901,149980,KR7149980005,하이로닉,KOSDAQ,5020,-140,-2.71,5110,5120,4950,10370,51876447,17199046,86339210920
20260901,150900,KR7150900009,파수AI,KOSDAQ,3700,140,3.93,3560,3700,3480,38244,137375305,11703922,43304511400
20260901,151860,KR7151860004,KG에코솔루션,KOSDAQ,5630,10,.18,5620,5660,5540,65057,363328210,47603002,268004901260
20260901,153460,KR7153460001,네이블,KOSDAQ,5950,60,1.02,5890,5980,5800,2996,17664310,6530014,38853583300
20260901,153490,KR7153490008,우리이앤엘하루틴,KOSDAQ,2975,90,3.12,3150,3400,2645,496779,1489616841,10296000,30630600000
20260901,153710,KR7153710009,옵티팜,KOSDAQ,4845,5,.1,4840,4850,4800,340,1645650,14669958,71075946510
20260901,153890,KR7153890009,져스텍,KOSDAQ,11560,540,4.9,10950,11900,10680,249317,2852376415,12050305,139301525800
20260901,154030,KR7154030001,아시아종묘,KOSDAQ,1665,8,.48,1665,1670,1633,21349,35437406,12061867,20083008555
20260901,154040,KR7154040000,다산솔루에타,KOSDAQ,1055,-14,-1.31,1069,1084,1051,70067,74208525,21615614,22804472770
20260901,155650,KR7155650005,와이엠씨,KOSDAQ,3230,30,.94,3145,3300,3145,28877,92705550,18974358,61287176340
20260901,155660,KR7155660004,DSR,KOSPI,4435,30,.68,4440,4440,4370,8582,37672230,16000000,70960000000
20260901,156100,KR7156100000,엘앤케이바이오,KOSDAQ,3970,-65,-1.61,4030,4045,3920,44654,177056920,22351153,88734077410
20260901,158430,KR7158430009,아톤,KOSDAQ,4660,-10,-.21,4685,4735,4570,111924,517962230,24482092,114086548720
20260901,159010,KR7159010008,아스플로,KOSDAQ,21400,-100,-.47,21600,21900,20400,53276,1113764375,13334739,285363414600
20260901,159580,KR7159580000,제로투세븐,KOSDAQ,2225,20,.91,2205,2245,2190,27609,61483630,20032636,44572615100
20260901,159910,KR7159910009,에코글로우,KOSDAQ,3200,25,.79,3175,3200,3160,3272,10451850,10467097,33494710400
20260901,160190,KR7160190005,하이젠알앤엠,KOSDAQ,18260,-300,-1.62,19000,19070,17980,73599,1357730530,30888000,564014880000
20260901,160550,KR7160550000,NEW,KOSDAQ,1013,8,.8,991,1016,991,10645,10691661,27906106,28268885378
20260901,160980,KR7160980009,싸이맥스,KOSDAQ,24300,100,.41,23900,24550,23350,82704,1998984675,10924243,265459104900
20260901,161000,KR7161000005,애경케미칼,KOSPI,10900,-120,-1.09,10660,11170,10480,502253,5458357990,48648709,530270928100
20260901,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,67400,800,1.2,66200,67500,66000,512523,34483071350,123875069,8349179650600
20260901,161580,KR7161580006,필옵틱스,KOSDAQ,26900,-400,-1.47,26800,27300,26550,58967,1583205400,23442247,630596444300
20260901,161890,KR7161890009,한국콜마,KOSPI,155000,-5100,-3.19,160100,163000,150600,392292,60580370000,23605077,3658786935000
20260901,162120,KR7162120000,루켄테크놀러지스,KONEX,4165,-70,-1.65,4245,4245,4000,2990,12355780,11156602,46467247330
20260901,162300,KR7162300008,신스틸,KOSDAQ,1633,-14,-.85,1691,1691,1610,63675,103943930,41471382,67722766806
20260901,163280,KR7163280001,에어레인,KOSDAQ,3545,105,3.05,3360,3570,3360,31616,110313398,13603078,48222911510
20260901,163560,KR7163560006,동일고무벨트,KOSPI,5710,10,.18,5720,5730,5660,19604,111417330,13900000,79369000000
20260901,163730,KR7163730005,핑거,KOSDAQ,10190,220,2.21,10000,10290,9860,88119,889727065,12015717,122440156230
20260901,166090,KR7166090001,하나머티리얼즈,KOSDAQ,50500,-1300,-2.51,51000,51400,49800,113900,5718834550,19777674,998772537000
20260901,166480,KR7166480004,코아스템켐온,KOSDAQ,2200,100,4.76,2140,2300,2090,139451,310723163,52870376,116314827200
20260901,168330,KR7168330009,내츄럴엔도텍,KOSDAQ,2150,0,0,2160,2175,2115,7148,15342515,31754900,68273035000
20260901,168360,KR7168360006,펨트론,KOSDAQ,13460,-50,-.37,13900,14320,12970,91843,1235465545,22392557,301403817220
20260901,169330,KR7169330008,엠브레인,KOSDAQ,1362,75,5.83,1247,1371,1247,27307,35409712,18316918,24947642316
20260901,169670,KR7169670007,코스텍시스템,KONEX,4780,-10,-.21,4780,4780,4775,258,1232750,2868401,13710956780
20260901,170030,KR7170030001,현대공업,KOSDAQ,4850,-30,-.61,4850,4910,4840,9010,43809555,15340000,74399000000
20260901,170790,KR7170790000,파이오링크,KOSDAQ,8400,10,.12,8390,8420,8250,7012,58475500,6397335,53737614000
20260901,170900,KR7170900005,동아에스티,KOSPI,37750,-250,-.66,38000,38050,37250,4485,168096375,9727881,367227507750
20260901,170920,KR7170920003,엘티씨,KOSDAQ,34350,850,2.54,33300,34500,32950,134789,4537227200,10564126,362877728100
20260901,171010,KR7171010002,램테크놀러지,KOSDAQ,2735,-35,-1.26,2770,2770,2710,12933,35325955,14298752,39107086720
20260901,171090,KR7171090004,선익시스템,KOSDAQ,72900,1600,2.24,70300,73700,68000,57178,4042522850,10127626,738303935400
20260901,171120,KR7171120009,라이온켐텍,KOSDAQ,2010,-15,-.74,2020,2020,2005,23439,47118410,35901760,72162537600
20260901,172670,KR7172670002,에이엘티,KOSDAQ,9880,-190,-1.89,10070,10290,9800,13106,129420320,8960259,88527358920
20260901,173130,KR7173130006,오파스넷,KOSDAQ,5680,20,.35,5690,5740,5600,25202,142823050,13046473,74103966640
20260901,173940,KR7173940008,에프엔씨엔터,KOSDAQ,2220,-50,-2.2,2260,2260,2205,6582,14615270,15392808,34172033760
20260901,174900,KR7174900001,앱클론,KOSDAQ,23700,-900,-3.66,24700,24700,23200,114025,2714372125,19952129,472865457300
20260901,175140,KR7175140003,아고스,KOSDAQ,2640,-50,-1.86,2690,2700,2550,24765,64787610,24944253,65852827920
20260901,175250,KR7175250000,아이큐어,KOSDAQ,2170,0,0,0,0,0,0,0,37558368,81501658560
20260901,175330,KR7175330000,JB금융지주,KOSPI,29250,900,3.17,28050,29450,27900,303218,8797533750,186521824,5455763352000
20260901,176590,KR7176590008,코나솔,KONEX,2175,100,4.82,2100,2200,2000,850,1799575,5836383,12694133025
20260901,176750,KR7176750008,듀켐바이오,KOSDAQ,6220,80,1.3,6170,6300,6000,27278,169086545,28488720,177199838400
20260901,177350,KR7177350006,베셀,KOSDAQ,2030,80,4.1,1900,2030,1779,437010,858503406,9915851,20129177530
20260901,177830,KR7177830007,파버나인,KOSDAQ,2345,-15,-.64,2315,2370,2290,5514,12775275,11325993,26559453585
20260901,177900,KR7177900008,쓰리에이로직스,KOSDAQ,3870,-35,-.9,3880,3895,3785,12168,46559730,9627600,37258812000
20260901,178320,KR7178320008,서진시스템,KOSDAQ,36800,-2200,-5.64,39100,39100,36750,1269755,47261462825,63650737,2342347121600
20260901,178600,KR7178600003,대동고려삼,KONEX,1749,50,2.94,1799,1799,1749,5,8795,4449600,7782350400
20260901,178780,KR7178780003,일월지엠엘,KOSDAQ,2320,-85,-3.53,2300,2400,2300,18212,42495516,18639195,43242932400
20260901,178920,KR7178920005,PI첨단소재,KOSPI,19820,-280,-1.39,20000,20150,19540,20030,395901935,29366322,582040502040
20260901,179290,KR7179290002,엠아이텍,KOSDAQ,5100,-80,-1.54,5170,5190,4990,79050,398562915,32365678,165064957800
20260901,179530,KR7179530001,애드바이오텍,KOSDAQ,2540,30,1.2,2540,2550,2385,63655,156241985,27117243,68877797220
20260901,179720,KR7179720008,머니무브,KONEX,5200,-200,-3.7,5400,5400,5000,82,418900,2750018,14300093600
20260901,179900,KR7179900006,유티아이,KOSDAQ,2910,425,17.1,2485,3080,2485,804788,2272299712,19790412,57590098920
20260901,180060,KR7180060006,탑선,KONEX,4685,-115,-2.4,4895,4895,4080,1415,6161200,9347666,43793815210
20260901,180400,KR7180400004,DXVX,KOSDAQ,2540,10,.4,2530,2545,2480,18518,46802967,98429432,250010757280
20260901,180640,KR7180640005,한진칼,KOSPI,129800,-3200,-2.41,129700,130500,126300,44636,5742931850,66762279,8665743814200
20260901,18064K,KR718064K016,한진칼우,KOSPI,29750,-100,-.34,29950,30000,29300,1369,40679800,536766,15968788500
20260901,181710,KR7181710005,NHN,KOSPI,70400,-3900,-5.25,74300,75500,68900,131395,9327536000,32753139,2305820985600
20260901,182360,KR7182360008,큐브엔터,KOSDAQ,5900,130,2.25,5770,6000,5750,15928,94127450,15544586,91713057400
